audit_id,fold,source_group,image_name,original_image,rendered_image,person_count,label_evidence_count,sampling_stratum,selection_seed
W0093,2,3_tunnel,3_tunnel (199).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold2\images\test\3_tunnel (199).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0093_3_tunnel (199).jpg,2,4,people_2-3__evidence_1-4,20260827
W0094,2,3_tunnel,3_tunnel (216).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold2\images\test\3_tunnel (216).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0094_3_tunnel (216).jpg,2,4,people_2-3__evidence_1-4,20260827
W0095,2,3_tunnel,3_tunnel (22).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold2\images\test\3_tunnel (22).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0095_3_tunnel (22).jpg,5,10,people_4+__evidence_10+,20260827
W0096,2,3_tunnel,3_tunnel (228).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold2\images\test\3_tunnel (228).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0096_3_tunnel (228).jpg,5,7,people_4+__evidence_5-9,20260827
W0097,2,3_tunnel,3_tunnel (30).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold2\images\test\3_tunnel (30).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0097_3_tunnel (30).jpg,5,9,people_4+__evidence_5-9,20260827
W0098,2,3_tunnel,3_tunnel (39).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold2\images\test\3_tunnel (39).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0098_3_tunnel (39).jpg,1,0,people_single__evidence_none,20260827
W0099,2,3_tunnel,3_tunnel (47).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold2\images\test\3_tunnel (47).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0099_3_tunnel (47).jpg,5,3,people_4+__evidence_1-4,20260827
W0100,2,3_tunnel,3_tunnel (79).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold2\images\test\3_tunnel (79).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0100_3_tunnel (79).jpg,1,0,people_single__evidence_none,20260827
W0101,2,4_tunnel,4_tunnel (124).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold2\images\test\4_tunnel (124).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0101_4_tunnel (124).jpg,1,0,people_single__evidence_none,20260827
W0102,2,4_tunnel,4_tunnel (145).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold2\images\test\4_tunnel (145).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0102_4_tunnel (145).jpg,1,2,people_single__evidence_1-4,20260827
W0103,2,4_tunnel,4_tunnel (163).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold2\images\test\4_tunnel (163).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0103_4_tunnel (163).jpg,5,8,people_4+__evidence_5-9,20260827
W0104,2,4_tunnel,4_tunnel (210).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold2\images\test\4_tunnel (210).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0104_4_tunnel (210).jpg,6,7,people_4+__evidence_5-9,20260827
W0105,2,4_tunnel,4_tunnel (229).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold2\images\test\4_tunnel (229).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0105_4_tunnel (229).jpg,2,4,people_2-3__evidence_1-4,20260827
W0106,2,4_tunnel,4_tunnel (23).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold2\images\test\4_tunnel (23).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0106_4_tunnel (23).jpg,3,5,people_2-3__evidence_5-9,20260827
W0107,2,4_tunnel,4_tunnel (236).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold2\images\test\4_tunnel (236).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0107_4_tunnel (236).jpg,1,2,people_single__evidence_1-4,20260827
W0108,2,4_tunnel,4_tunnel (238).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold2\images\test\4_tunnel (238).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0108_4_tunnel (238).jpg,2,0,people_2-3__evidence_none,20260827
W0109,2,4_tunnel,4_tunnel (264).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold2\images\test\4_tunnel (264).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0109_4_tunnel (264).jpg,1,0,people_single__evidence_none,20260827
W0110,2,4_tunnel,4_tunnel (275).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold2\images\test\4_tunnel (275).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0110_4_tunnel (275).jpg,8,11,people_4+__evidence_10+,20260827
W0111,2,4_tunnel,4_tunnel (307).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold2\images\test\4_tunnel (307).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0111_4_tunnel (307).jpg,11,12,people_4+__evidence_10+,20260827
W0112,2,4_tunnel,4_tunnel (315).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold2\images\test\4_tunnel (315).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0112_4_tunnel (315).jpg,2,2,people_2-3__evidence_1-4,20260827
W0113,2,4_tunnel,4_tunnel (319).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold2\images\test\4_tunnel (319).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0113_4_tunnel (319).jpg,3,5,people_2-3__evidence_5-9,20260827
W0114,2,4_tunnel,4_tunnel (330).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold2\images\test\4_tunnel (330).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0114_4_tunnel (330).jpg,1,2,people_single__evidence_1-4,20260827
W0115,2,4_tunnel,4_tunnel (43).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold2\images\test\4_tunnel (43).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0115_4_tunnel (43).jpg,4,7,people_4+__evidence_5-9,20260827
W0116,2,4_tunnel,4_tunnel (51).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold2\images\test\4_tunnel (51).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0116_4_tunnel (51).jpg,1,0,people_single__evidence_none,20260827
W0117,2,4_tunnel,4_tunnel (55).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold2\images\test\4_tunnel (55).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0117_4_tunnel (55).jpg,3,5,people_2-3__evidence_5-9,20260827
W0118,2,4_tunnel,4_tunnel (68).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold2\images\test\4_tunnel (68).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0118_4_tunnel (68).jpg,2,3,people_2-3__evidence_1-4,20260827
W0119,2,4_tunnel,4_tunnel (85).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold2\images\test\4_tunnel (85).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0119_4_tunnel (85).jpg,8,2,people_4+__evidence_1-4,20260827
W0120,2,4_tunnel,4_tunnel (99).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold2\images\test\4_tunnel (99).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0120_4_tunnel (99).jpg,4,3,people_4+__evidence_1-4,20260827
W0121,0,5_tunnel,5_tunnel  (121).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold0\images\test\5_tunnel  (121).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0121_5_tunnel  (121).jpg,2,4,people_2-3__evidence_1-4,20260827
W0122,0,5_tunnel,5_tunnel  (126).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold0\images\test\5_tunnel  (126).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0122_5_tunnel  (126).jpg,1,2,people_single__evidence_1-4,20260827
W0123,0,5_tunnel,5_tunnel  (127).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold0\images\test\5_tunnel  (127).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0123_5_tunnel  (127).jpg,1,1,people_single__evidence_1-4,20260827
W0124,0,5_tunnel,5_tunnel  (13).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold0\images\test\5_tunnel  (13).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0124_5_tunnel  (13).jpg,3,5,people_2-3__evidence_5-9,20260827
W0125,0,5_tunnel,5_tunnel  (136).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold0\images\test\5_tunnel  (136).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0125_5_tunnel  (136).jpg,2,4,people_2-3__evidence_1-4,20260827
W0126,0,5_tunnel,5_tunnel  (151).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold0\images\test\5_tunnel  (151).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0126_5_tunnel  (151).jpg,3,6,people_2-3__evidence_5-9,20260827
W0127,0,5_tunnel,5_tunnel  (172).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold0\images\test\5_tunnel  (172).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0127_5_tunnel  (172).jpg,2,4,people_2-3__evidence_1-4,20260827
W0128,0,5_tunnel,5_tunnel  (182).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold0\images\test\5_tunnel  (182).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0128_5_tunnel  (182).jpg,8,0,people_4+__evidence_none,20260827
W0129,0,5_tunnel,5_tunnel  (183).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold0\images\test\5_tunnel  (183).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0129_5_tunnel  (183).jpg,2,2,people_2-3__evidence_1-4,20260827
W0130,0,5_tunnel,5_tunnel  (187).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold0\images\test\5_tunnel  (187).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0130_5_tunnel  (187).jpg,1,0,people_single__evidence_none,20260827
W0131,0,5_tunnel,5_tunnel  (191).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold0\images\test\5_tunnel  (191).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0131_5_tunnel  (191).jpg,1,0,people_single__evidence_none,20260827
W0132,0,5_tunnel,5_tunnel  (196).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold0\images\test\5_tunnel  (196).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0132_5_tunnel  (196).jpg,1,2,people_single__evidence_1-4,20260827
W0133,0,5_tunnel,5_tunnel  (200).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold0\images\test\5_tunnel  (200).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0133_5_tunnel  (200).jpg,1,2,people_single__evidence_1-4,20260827
W0134,0,5_tunnel,5_tunnel  (38).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold0\images\test\5_tunnel  (38).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0134_5_tunnel  (38).jpg,1,2,people_single__evidence_1-4,20260827
W0135,0,5_tunnel,5_tunnel  (6).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold0\images\test\5_tunnel  (6).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0135_5_tunnel  (6).jpg,2,3,people_2-3__evidence_1-4,20260827
W0136,0,5_tunnel,5_tunnel  (62).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold0\images\test\5_tunnel  (62).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0136_5_tunnel  (62).jpg,3,6,people_2-3__evidence_5-9,20260827
W0137,0,5_tunnel,5_tunnel  (68).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold0\images\test\5_tunnel  (68).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0137_5_tunnel  (68).jpg,1,2,people_single__evidence_1-4,20260827
W0138,0,5_tunnel,5_tunnel  (72).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold0\images\test\5_tunnel  (72).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0138_5_tunnel  (72).jpg,3,6,people_2-3__evidence_5-9,20260827
W0139,0,5_tunnel,5_tunnel  (8).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold0\images\test\5_tunnel  (8).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0139_5_tunnel  (8).jpg,1,2,people_single__evidence_1-4,20260827
W0140,0,5_tunnel,5_tunnel  (91).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold0\images\test\5_tunnel  (91).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0140_5_tunnel  (91).jpg,2,1,people_2-3__evidence_1-4,20260827
W0141,0,6_tunnel,6_tunnel  (10).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold0\images\test\6_tunnel  (10).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0141_6_tunnel  (10).jpg,2,4,people_2-3__evidence_1-4,20260827
W0142,0,6_tunnel,6_tunnel  (11).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold0\images\test\6_tunnel  (11).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0142_6_tunnel  (11).jpg,2,4,people_2-3__evidence_1-4,20260827
W0143,0,6_tunnel,6_tunnel  (127).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold0\images\test\6_tunnel  (127).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0143_6_tunnel  (127).jpg,4,8,people_4+__evidence_5-9,20260827
W0144,0,6_tunnel,6_tunnel  (145).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold0\images\test\6_tunnel  (145).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0144_6_tunnel  (145).jpg,1,2,people_single__evidence_1-4,20260827
W0145,0,6_tunnel,6_tunnel  (168).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold0\images\test\6_tunnel  (168).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0145_6_tunnel  (168).jpg,4,9,people_4+__evidence_5-9,20260827
W0146,0,6_tunnel,6_tunnel  (17).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold0\images\test\6_tunnel  (17).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0146_6_tunnel  (17).jpg,1,2,people_single__evidence_1-4,20260827
W0147,0,6_tunnel,6_tunnel  (170).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold0\images\test\6_tunnel  (170).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0147_6_tunnel  (170).jpg,6,11,people_4+__evidence_10+,20260827
W0148,0,6_tunnel,6_tunnel  (171).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold0\images\test\6_tunnel  (171).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0148_6_tunnel  (171).jpg,6,12,people_4+__evidence_10+,20260827
W0149,0,6_tunnel,6_tunnel  (20).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold0\images\test\6_tunnel  (20).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0149_6_tunnel  (20).jpg,2,4,people_2-3__evidence_1-4,20260827
W0150,0,6_tunnel,6_tunnel  (26).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold0\images\test\6_tunnel  (26).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0150_6_tunnel  (26).jpg,2,4,people_2-3__evidence_1-4,20260827
W0151,0,6_tunnel,6_tunnel  (33).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold0\images\test\6_tunnel  (33).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0151_6_tunnel  (33).jpg,1,0,people_single__evidence_none,20260827
W0152,0,6_tunnel,6_tunnel  (40).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold0\images\test\6_tunnel  (40).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0152_6_tunnel  (40).jpg,1,2,people_single__evidence_1-4,20260827
W0153,0,6_tunnel,6_tunnel  (52).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold0\images\test\6_tunnel  (52).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0153_6_tunnel  (52).jpg,1,2,people_single__evidence_1-4,20260827
W0154,0,6_tunnel,6_tunnel  (55).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold0\images\test\6_tunnel  (55).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0154_6_tunnel  (55).jpg,3,6,people_2-3__evidence_5-9,20260827
W0155,0,6_tunnel,6_tunnel  (75).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold0\images\test\6_tunnel  (75).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0155_6_tunnel  (75).jpg,6,9,people_4+__evidence_5-9,20260827
W0156,0,6_tunnel,6_tunnel  (79).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold0\images\test\6_tunnel  (79).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0156_6_tunnel  (79).jpg,3,9,people_2-3__evidence_5-9,20260827
W0157,0,6_tunnel,6_tunnel  (80).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold0\images\test\6_tunnel  (80).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0157_6_tunnel  (80).jpg,9,15,people_4+__evidence_10+,20260827
W0158,0,6_tunnel,6_tunnel  (90).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold0\images\test\6_tunnel  (90).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0158_6_tunnel  (90).jpg,10,18,people_4+__evidence_10+,20260827
W0159,0,6_tunnel,6_tunnel  (95).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold0\images\test\6_tunnel  (95).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0159_6_tunnel  (95).jpg,3,6,people_2-3__evidence_5-9,20260827
W0160,0,6_tunnel,6_tunnel  (97).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold0\images\test\6_tunnel  (97).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0160_6_tunnel  (97).jpg,4,8,people_4+__evidence_5-9,20260827
W0161,2,7_tunnel,7_tunnel (117).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold2\images\test\7_tunnel (117).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0161_7_tunnel (117).jpg,5,10,people_4+__evidence_10+,20260827
W0162,2,7_tunnel,7_tunnel (255).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold2\images\test\7_tunnel (255).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0162_7_tunnel (255).jpg,3,6,people_2-3__evidence_5-9,20260827
W0163,2,7_tunnel,7_tunnel (261).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold2\images\test\7_tunnel (261).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0163_7_tunnel (261).jpg,2,4,people_2-3__evidence_1-4,20260827
W0164,2,7_tunnel,7_tunnel (269).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold2\images\test\7_tunnel (269).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0164_7_tunnel (269).jpg,4,7,people_4+__evidence_5-9,20260827
W0165,2,7_tunnel,7_tunnel (270).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold2\images\test\7_tunnel (270).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0165_7_tunnel (270).jpg,4,7,people_4+__evidence_5-9,20260827
W0166,2,7_tunnel,7_tunnel (344).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold2\images\test\7_tunnel (344).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0166_7_tunnel (344).jpg,3,4,people_2-3__evidence_1-4,20260827
W0167,2,7_tunnel,7_tunnel (433).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold2\images\test\7_tunnel (433).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0167_7_tunnel (433).jpg,2,5,people_2-3__evidence_5-9,20260827
W0168,2,7_tunnel,7_tunnel (514).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold2\images\test\7_tunnel (514).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0168_7_tunnel (514).jpg,1,2,people_single__evidence_1-4,20260827
W0169,2,7_tunnel,7_tunnel (545).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold2\images\test\7_tunnel (545).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0169_7_tunnel (545).jpg,2,4,people_2-3__evidence_1-4,20260827
W0170,2,7_tunnel,7_tunnel (560).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold2\images\test\7_tunnel (560).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0170_7_tunnel (560).jpg,2,4,people_2-3__evidence_1-4,20260827
W0171,2,7_tunnel,7_tunnel (579).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold2\images\test\7_tunnel (579).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0171_7_tunnel (579).jpg,3,5,people_2-3__evidence_5-9,20260827
W0172,2,7_tunnel,7_tunnel (600).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold2\images\test\7_tunnel (600).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0172_7_tunnel (600).jpg,9,13,people_4+__evidence_10+,20260827
W0173,2,7_tunnel,7_tunnel (603).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold2\images\test\7_tunnel (603).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0173_7_tunnel (603).jpg,7,13,people_4+__evidence_10+,20260827
W0174,2,7_tunnel,7_tunnel (612).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold2\images\test\7_tunnel (612).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0174_7_tunnel (612).jpg,4,7,people_4+__evidence_5-9,20260827
W0175,2,7_tunnel,7_tunnel (661).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold2\images\test\7_tunnel (661).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0175_7_tunnel (661).jpg,4,8,people_4+__evidence_5-9,20260827
W0176,2,7_tunnel,7_tunnel (671).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold2\images\test\7_tunnel (671).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0176_7_tunnel (671).jpg,5,10,people_4+__evidence_10+,20260827
W0177,2,7_tunnel,7_tunnel (729).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold2\images\test\7_tunnel (729).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0177_7_tunnel (729).jpg,1,1,people_single__evidence_1-4,20260827
W0178,2,7_tunnel,7_tunnel (741).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold2\images\test\7_tunnel (741).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0178_7_tunnel (741).jpg,1,2,people_single__evidence_1-4,20260827
W0179,2,7_tunnel,7_tunnel (779).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold2\images\test\7_tunnel (779).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0179_7_tunnel (779).jpg,1,2,people_single__evidence_1-4,20260827
W0180,2,7_tunnel,7_tunnel (92).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold2\images\test\7_tunnel (92).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0180_7_tunnel (92).jpg,3,6,people_2-3__evidence_5-9,20260827
W0181,0,8_tunnel,8_tunnel.jpg (100).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold0\images\test\8_tunnel.jpg (100).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0181_8_tunnel.jpg (100).jpg,3,6,people_2-3__evidence_5-9,20260827
W0182,0,8_tunnel,8_tunnel.jpg (108).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold0\images\test\8_tunnel.jpg (108).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0182_8_tunnel.jpg (108).jpg,3,4,people_2-3__evidence_1-4,20260827
W0183,0,8_tunnel,8_tunnel.jpg (114).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold0\images\test\8_tunnel.jpg (114).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0183_8_tunnel.jpg (114).jpg,2,4,people_2-3__evidence_1-4,20260827
